id,product_id,variant_id,reason,product_name,url_length,image_url_preview
213,,,orphan_no_product_no_variant,,127,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268107/img/Laptop/Dell/laptop-dell-inspiron-3530-n3530-i3u085w11s
214,,,orphan_no_product_no_variant,,118,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268109/img/Laptop/Dell/laptop-dell-inspiron-3530-n5i7305w1.webp
215,,,orphan_no_product_no_variant,,93,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268116/img/Laptop/Dell/laptop-dell.jpg
218,,,orphan_no_product_no_variant,,111,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268109/img/Laptop/HP/hp-pavilion-15-eg2083tu-7c0w9pa.png
219,,,orphan_no_product_no_variant,,111,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268117/img/Laptop/HP/hp-pavilion-15-eg2088tu-7c0r0pa.png
220,,,orphan_no_product_no_variant,,111,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268117/img/Laptop/HP/hp-pavilion-15-eg3093tu-8c5l4pa.png
221,,,orphan_no_product_no_variant,,123,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268122/img/Laptop/HP/hp-pavilion-15-eg3098tu-i5-1340p-16gb-512gb.
222,,,orphan_no_product_no_variant,,116,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268118/img/Laptop/HP/hp-pavilion-x360-14-ek2013tu-9z2v4pa.png
223,,,orphan_no_product_no_variant,,117,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268123/img/Laptop/HP/hp-probook-450-g10-i5-1335u-8gb-256gb.png
224,,,orphan_no_product_no_variant,,110,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268124/img/Laptop/HP/hp-victus-15-fa1155tx-952r1pa.webp
225,,,orphan_no_product_no_variant,,129,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268125/img/Laptop/HP/hp-victus-16-r0127tx-i7-13700h-rtx4060-16gb-
226,,,orphan_no_product_no_variant,,151,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268124/img/Laptop/HP/laptop-hp-14-ep0112tu-8c5l1pa-tra-gop-0-17-2
227,,,orphan_no_product_no_variant,,151,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268125/img/Laptop/HP/laptop-hp-14-ep0220tu-b73vwpa-v2-tra-gop-0-1
228,,,orphan_no_product_no_variant,,97,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268125/img/Laptop/Huawei/laptop-huawei.jpg
230,,,orphan_no_product_no_variant,,155,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268126/img/Laptop/Lenovo/laptop-lenovo-loq-15ahp10-83jg0047vn-tra
231,,,orphan_no_product_no_variant,,155,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268126/img/Laptop/Lenovo/laptop-lenovo-loq-15arp10e-83s0007avn-tr
232,,,orphan_no_product_no_variant,,120,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268126/img/Laptop/Lenovo/laptop-lenovo-loq-15arp9-83jc00m3vn.webp
233,,,orphan_no_product_no_variant,,155,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268126/img/Laptop/Lenovo/laptop-lenovo-loq-15iax9e-83lk0079vn-tra
235,,,orphan_no_product_no_variant,,115,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268127/img/Laptop/LG/laptop-lg-gram-2024-14z90s-g-ah55a5.png
236,,,orphan_no_product_no_variant,,152,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268127/img/Laptop/MSI/laptop-msi-gaming-thin-15-b13uc-3247vn-tra-
237,,,orphan_no_product_no_variant,,152,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268127/img/Laptop/MSI/laptop-msi-modern-14-f13mg-240vncp-tra-gop-
238,,,orphan_no_product_no_variant,,116,https://res.cloudinary.com/dhhvmdtcz/image/upload/v1772268127/img/Laptop/MSI/laptop-msi-modern-14-h-d13mg-217vn.webp
